Column 1,Column 2,Modifier Indicator
00820,99282,Standard preparation/monitoring services for anesthesia
00820,99283,Standard preparation/monitoring services for anesthesia
00830,93000,Standard preparation/monitoring services for anesthesia
00830,93010,Standard preparation/monitoring services for anesthesia
00830,99213,Standard preparation/monitoring services for anesthesia
00830,99282,Standard preparation/monitoring services for anesthesia
00830,99283,Standard preparation/monitoring services for anesthesia
00832,93000,Standard preparation/monitoring services for anesthesia
00832,93010,Standard preparation/monitoring services for anesthesia
00832,99213,Standard preparation/monitoring services for anesthesia
00832,99282,Standard preparation/monitoring services for anesthesia
00832,99283,Standard preparation/monitoring services for anesthesia
00834,93000,Standard preparation/monitoring services for anesthesia
00834,93010,Standard preparation/monitoring services for anesthesia
00834,99213,Standard preparation/monitoring services for anesthesia
00834,99282,Standard preparation/monitoring services for anesthesia
00834,99283,Standard preparation/monitoring services for anesthesia
00836,93000,Standard preparation/monitoring services for anesthesia
00836,93010,Standard preparation/monitoring services for anesthesia
00836,99213,Standard preparation/monitoring services for anesthesia
00836,99282,Standard preparation/monitoring services for anesthesia
00836,99283,Standard preparation/monitoring services for anesthesia
00840,93000,Standard preparation/monitoring services for anesthesia
00840,93010,Standard preparation/monitoring services for anesthesia
00840,99213,Standard preparation/monitoring services for anesthesia
00840,99282,Standard preparation/monitoring services for anesthesia
00840,99283,Standard preparation/monitoring services for anesthesia
00842,93000,Standard preparation/monitoring services for anesthesia
00842,93010,Standard preparation/monitoring services for anesthesia
00842,99213,Standard preparation/monitoring services for anesthesia
00842,99282,Standard preparation/monitoring services for anesthesia
00842,99283,Standard preparation/monitoring services for anesthesia
00844,93000,Standard preparation/monitoring services for anesthesia
00844,93010,Standard preparation/monitoring services for anesthesia
00844,99213,Standard preparation/monitoring services for anesthesia
00844,99282,Standard preparation/monitoring services for anesthesia
00844,99283,Standard preparation/monitoring services for anesthesia
00846,93000,Standard preparation/monitoring services for anesthesia
00846,93010,Standard preparation/monitoring services for anesthesia
00846,99213,Standard preparation/monitoring services for anesthesia
00846,99282,Standard preparation/monitoring services for anesthesia
00846,99283,Standard preparation/monitoring services for anesthesia
00848,93000,Standard preparation/monitoring services for anesthesia
00848,93010,Standard preparation/monitoring services for anesthesia
00848,99213,Standard preparation/monitoring services for anesthesia
00848,99282,Standard preparation/monitoring services for anesthesia
00848,99283,Standard preparation/monitoring services for anesthesia
00851,93000,Standard preparation/monitoring services for anesthesia
00851,93010,Standard preparation/monitoring services for anesthesia
00851,99213,Standard preparation/monitoring services for anesthesia
00851,99282,Standard preparation/monitoring services for anesthesia
00851,99283,Standard preparation/monitoring services for anesthesia
00860,93000,Standard preparation/monitoring services for anesthesia
00860,93010,Standard preparation/monitoring services for anesthesia
00860,99213,Standard preparation/monitoring services for anesthesia
00860,99282,Standard preparation/monitoring services for anesthesia
00860,99283,Standard preparation/monitoring services for anesthesia
00862,93000,Standard preparation/monitoring services for anesthesia
00862,93010,Standard preparation/monitoring services for anesthesia
00862,99213,Standard preparation/monitoring services for anesthesia
00862,99282,Standard preparation/monitoring services for anesthesia
00862,99283,Standard preparation/monitoring services for anesthesia
00864,93000,Standard preparation/monitoring services for anesthesia
00864,93010,Standard preparation/monitoring services for anesthesia
00864,99213,Standard preparation/monitoring services for anesthesia
00864,99282,Standard preparation/monitoring services for anesthesia
00864,99283,Standard preparation/monitoring services for anesthesia
00865,93000,Standard preparation/monitoring services for anesthesia
00865,93010,Standard preparation/monitoring services for anesthesia
00865,99213,Standard preparation/monitoring services for anesthesia
00865,99282,Standard preparation/monitoring services for anesthesia
00865,99283,Standard preparation/monitoring services for anesthesia
00866,93000,Standard preparation/monitoring services for anesthesia
00866,93010,Standard preparation/monitoring services for anesthesia
00866,99213,Standard preparation/monitoring services for anesthesia
00866,99282,Standard preparation/monitoring services for anesthesia
00866,99283,Standard preparation/monitoring services for anesthesia
00868,93000,Standard preparation/monitoring services for anesthesia
00868,93010,Standard preparation/monitoring services for anesthesia
00868,99213,Standard preparation/monitoring services for anesthesia
00868,99282,Standard preparation/monitoring services for anesthesia
00868,99283,Standard preparation/monitoring services for anesthesia
00870,93000,Standard preparation/monitoring services for anesthesia
00870,93010,Standard preparation/monitoring services for anesthesia
00870,99213,Standard preparation/monitoring services for anesthesia
00870,99282,Standard preparation/monitoring services for anesthesia
00870,99283,Standard preparation/monitoring services for anesthesia
00872,93000,Standard preparation/monitoring services for anesthesia
00872,93010,Standard preparation/monitoring services for anesthesia
00872,99213,Standard preparation/monitoring services for anesthesia
00872,99282,Standard preparation/monitoring services for anesthesia
00872,99283,Standard preparation/monitoring services for anesthesia
00873,93000,Standard preparation/monitoring services for anesthesia
00873,93010,Standard preparation/monitoring services for anesthesia
00873,99213,Standard preparation/monitoring services for anesthesia
00873,99282,Standard preparation/monitoring services for anesthesia
00873,99283,Standard preparation/monitoring services for anesthesia
00880,93000,Standard preparation/monitoring services for anesthesia
00880,93010,Standard preparation/monitoring services for anesthesia
00880,99213,Standard preparation/monitoring services for anesthesia
00880,99282,Standard preparation/monitoring services for anesthesia
00880,99283,Standard preparation/monitoring services for anesthesia
00882,93000,Standard preparation/monitoring services for anesthesia
00882,93010,Standard preparation/monitoring services for anesthesia
00882,99213,Standard preparation/monitoring services for anesthesia
00882,99282,Standard preparation/monitoring services for anesthesia
00882,99283,Standard preparation/monitoring services for anesthesia
